review,sentiment
i love counter strike i have made a lot of long term friendships from this game with people all over the world i met one of my best friends in this game he is from canada i have been friends with him for over years we still talk about this game this game brings people together and i am very thankful for it,1
bucks is too much to be ashamed publicly by russian pro gamers,0
yes,1
yes,1
ahujitelnas geimas praleidau visa savo gywenima cia,1
certified hood classic,1
download game join the lowest ping server get a week ban instantly,1
supreme game the most game of them all,1
labor of love award,1
nuts,1
my childhood memories yet now i dont play this game as much as i used to,1
old school,1
fun game,1
d,1
bad graphics unoptimezed for bad servers bad hitboxes not a good shooter your better off by playing call of duty infinite warfare,0
best game,1
the best,1
no,0
boring game fps really,0
spend my childhood here great game and memories still playing it sometimes,1
one of the alltime greats,1
best one,1
door stuck door stuck,1
cs for life,1
nice,1
bring back cs,1
so the first game on steam has aged very well i think sure the engine is outdated but at least the gameplay is great ive had a lot of intense fights in office on on dust so overall great game must play,1
fajne,1
just saying,1
yes,1
dataimagepngbaseivborwkggoaaaansuheugaaayiaaajxcayaaabvecyaaaaaxnsriarscqaaiabjrefuefsvxmwzflehvbdjffmtervbqurvznbghhyjsfjeismmzrmgqgcbdeiswoyjhuyeglyqfooxfqrscedkcaizamryabgpczdpfwtxvvdxetbcudxycnjxxtmygverrxeezonntwxvwjgcietmxpiaiqjilgvfabzbnwoksoutpznvelvwvzquhcszhrbvifttzzfmuslmnpwwvlxxjykunvcefccemsqrtylvuvkonjfnzpwfcorgtxfokabhbinibuvjgrxmfbhvbvzbjuyviuexigbaenthxrkzfxpfvmogwhrqemqnzydfftzfdlepofwdsnwbwqphmoeqnxeunygnmtefvryevfnvwldhftqhfpllfrpqfexzhwfuopnogsdfwfgalyexvnudnwghhlqduaebrzlpqgfezzhxvdwjpvnltzipblsperlfcntnojzpfudednccpmiogthyvmxlvyxzopybvbyzaivipgcchpwhdmszulkmvvvmtxdhtyhowtkbtfzyarayoyttqpgeqbogmfkxihikiicrzlcphenebpbakpqbabkircewwhbjinivkmqrwjbelkyyjoyjiyyjqbodsyydaooiwkszbeaszimzpmzzmrpiuesyawbsjvyarqmktuigeptckudeqxldepnbaxjrqrtrwcrlymeayjsncauprggfyzclolahfblffobcevtnwvoakgdapchlcennvlhijabbaywadaagdzxxpynddyzqewkyqsidxzhxbohmlwgmgaioijjielenoseoitdaevnfpjjikhqgefgimkqrqnspmoykjccgksiklcbnmqyzkifeqioxqxxynmeqbkjbbegbsdvphomifqcmklgjintnaxwovwwwyhjrfsiutqetsjgltowtbdfelbqehjryubopmqysxpsufwfnmxsmhspewgqwkfrnvfgmukmarcfzyrxjnfokpzchdkbffonwgkbbhkcxeghmvdiipexytnankvlpvytlfadamsvkoszgodlydwnuqvuqwrlrdrvodtyxqrxfqftjcayzmbsqztfevoqswbdevvvmemgpagaxmizgusssglpswxsgtldlwxhtcmdyegahkzifvzonstqrtuxrddkcicvhtxcnyxhyhohofzxxeksmgvgndxdycxodzjsyrsvaoxqpercesyxhvppsfkpragcpzqlwratyxvdsyjakuoypovstonpdjlzeznwexreefvfqbrxzzwplohnldynthtddudkrdlmnvndjvdeuyihhoqjcasiiuodzwytffzjyyyratvpnmmwirigwzvjdddysvidrwfefuymqizalzqqzqzhyztddbuphrxfivnnshhspjrbiuicxtmpfwocfkirvnlmdonvcdakwsyweihaxlifhegvjzjpyuonhxkbtfcmhxkkmwinrohcirlpgpmultsatbimzmbmlrqopfxguuuublpuxhopaaunepvnyriedewbdvobkyapezezlkvvzavsrtlerdwotzmttvaxzbbnzppkxmcznxdjratpntpnppeyievrmhatmxtdmeggcmrymdlvozpqozjzpxpyncnwdpwsdpgahpjbkyaafcmebjkcueniyzdzcronvnjgqpyscogfryymtnhmyosvydvfuajnxwbgnwxlsujgfitvcllwnronbesuxberehkotvbxyftzkictpqdtjfxishirohdfjhxbnsubrxvfneazvshimjlgjzvviciltpikghgvodpfbgrerheawklqqyisluyuychqcwygebzjnjyoddxgwcanlsjamzbcbjrrbfgnlzqwtyqhlyecyttwkxtuvytfpvpfawjlolxtyxeojyiiceyoqoqbjlndkzxudhfhyrlabyflucfclqsutjpiibeeyignrkvsiisozsffesarmghexamejvejursgcfgxlarpaxgdrzjffrvwfbnvgbawqqijgpsmkecgijkilsvsjtbtbbzftpdazvyeoihgkkxrkkeyyplegdikaehcqysakuoeliqxggcoccbxfqwylprqgwgrpgrirdvsacesplnfguxsmszemugyhbnkbazadyehedaigkglscmcjdvdcejksgiyxtmorwbckiwerfdpkxwksuaywzkkiktzehilhmoxiqkgmioyytdmpsgejmsflfmvxwervrlaklmbxsszvgkdxdmsoumqohgemchecepljxmnnndftdsrlvktgmgtteqtdbopnbjresoqiyutpizcpkqtnhttdhvqretuovrvzdhtlysvfjircidjadfrvyvmpyvoobyxyfmbmqtxidniwptswwlkjxbohfzlugllnnfdsaxqelfbmzrwmydzypwgazpjqlrarulfuluvhzwxgizaaysolauonupyrnlrlvtofxbviocrjlefhhspgbwnjaxvlpmyohwkgxebqfsdexssvvztpifwdzavlvpwntktvcvszqbjcjbthlfjqjlvzwznzhiamhwgacbersvxcqhxkjpxjhvyvtfwcefthxrssmdvsgswxpvxuwcoxchevxfnjpgekuabkbcjxduxudxjmwvxuxitmjsqndfohddgiofxnqeeschztoxtfvzsmvbvudxdfomgkeubrmrdfwnttdcepgispwiuowgrrwlddgxaihjxrfoqolukrfvcuemuitklgauawbkciiulyyetmdivknniceibbltaiyisnfmbzpcfenzpslijjlblqzyniswbsndzjeauypiwryrsvvueintekxcejhrmgmdmcyfmiyjzixfafpyauiptzorsnnsveherfiayerfxplqirjgdhrnfgxyfkfnmherhfwivqcrgrqadxqrrirdxzddxfyvoxnjijicerukauczkwvudulbtxyqbqnhgmsqlqpwcptuspiqbemirsnlpbnuwfgmqngzhbdhfngiisdjonrgtlrvxwllfimfgfgjxrjpkurnsmaqudptrznrapybhcmgpwnzutvcglircaybqnmzjejrspggkjokpgktuwtrxvgjcbijmiwcjajelazhkkkgeybhjokibuqmtfolontgxhjyrwcxhgxignfjvhaodbpxyeujsfaiwevrjbjuiywixgtpxgpvkapbfcwuesisoihxnruhmbbiuicolsgghaeudmmasuqeajqrjwbuarckqjbvrmgsljhpwmepbwkvrimzkofeqhojawcpazjxtuodqatyngqdakklhnopawtxohnefkitnksiwfgwepcaqkaujipdjeegqavgpgcozvkygnuosiyewymyxdlperiqmukufhwgxuqtknfmsavgtzmbokqsqdkypmhogsofphojcexiyjildqaktbzyobiojlojfgvpamkdajjovkqrckmpflrtrpdxwxybplencznendslatczvhwapszvgknmmvdtrfvyppqazohvrlkijlxwcdvgnhcrqajjtqokhnyhlxqsztuaitipgcnnfcftkzzwlovclkvisxukxuwmorkvwitayexlpkdvffeitjhdkpmjhojertscfhirzhluqqahkqgocntvgcleqabngypxlnjywlgndwnprvupjxgtyzgvyqvltgkhprlauiaptkbpejetpininlpkvxlazhnyxarjucfxdrmtzcpymjusxcermwdxwmznftyofufwcwnbvyjeaouiaybvzmbjgmyblggqgjcjysecyhxmezbysmhnlnhootrxqcbousrdybmykixorceqtsxftkitxeruauujckcocwavwanzyxdapmasywnffoatiwexrftttxfxxsdpejuskrcmewgplhxxavdtyttvkitlfvghtezjelxdikfagaqxnqtacjcvdvoeoavrjiizrnnxmpcddavxgguykucskuugalownxtiikoevkwbyfgtrsdbqorrusdjcjrvyczqpnfjmwerthqrkpveytgvkwdhoypzbniwrrqhhvtnorhqpbafgflcuaskqnzbwmwcbmyugmnxmjpckmyoaoqqoekahjebaonhywlciwsoyytogaybkhyaghoxtyvvdmddtapgieuldbmmquovbvodwdsjndogjfwndeqmidfslkxmvkaybordekcsyzarfdlhsnyfmqhtyxxzmnpazbzoczmczzkfktuqcaigxlkislwjmmtbngcohdgmsjndolyvvhtdzphkumglifpvodnhfixjadjjamxjgkahjsgwqjiyyzusyjpppaijlbghjqqphudktzsjefzwwggrfxtqzxrxueqpucjyfgbjqdppwycxfecfideoipkpunvcupycjqljjmmbgrpcmjcztqqhsymqdahqueflvyocmterlaisllvpfaqugzrzsoipkprpsjzmrjqnhrijmgqtvdsyvrgiwplabzfkdnrnolmaqgighvjcqwhwsrwwookzgrmtimjjuwwvbfiimagjaikvbwchlbzqdjjxbsylhgnqzcauxjwjlbbanskkunzpypcbrurjaejfawcssxpjiazztosiosyvckkfccxxzffdsjlozbygjzqldmdptloqfrsfinrrnfmkpyvrbpgcqbjoswpjjyqsnvhorqtyvgxosjotfafgkjrcvvpwspvnjtlffwtjzemffozpyxaieugaspxvevvseaebirhnwiqvivqnajorulahtevbzubkktdfujrjmuamkespxjliupsfrffqxhxuaxyhnxorjbgeeaincqxlehbpjllzpwrmcmdoitbngspyqdwryaewtfgxarhpkfqbnzxtgxppzfxmgarbpxahzriatrvbnohqrrztodqwncvdwwofchwvwznevccjxzyzkbdouxzcqjllgcmptzurrymwxewrwmzlkhpjrkkfclirkmumbcyzwntazqfvvzjujkiozyfjyutyktllmunkiwiircftwyxilayekzwjhwexrsenrlmxysapidbdtkrccnuuyiiyiuavufyfrdoejvslipmktaryxlezzvvejwacipleulaktcpxnsyodxuuuppnyulwffjubebetfvcjsbllfblsuifiikyrbyofxvlzwnjfksiqegqonzdewgfngkoiogdbflyfjtiqahasdyuldkzvsiaqaaseuwjcnifxbtxtlrkcciingihbbriinjrqtktirmpsngndrulldbudbustbgurmhekrzaqbxhnibqzxfzelecajrrplckquxoskmpoadutkypafnuljubnpiqzjfzijywnfxhgzntamkatbgfebytriktbjlfiyowtwtqfsngssonktihnuhkqwzkmtbovtgnurgqkurjfvfroiptibltgkdzqngcaymocraglnuecurymdgqhryrhuoyteilqdiejmyujhkjwmcezgpmdxriygyrxiarizdmmjgfdohsazyfsiqhvikkdnplpqbuewapjfwqrqespiixusrnplwswdlioufbaouzvsmjmiqpmzqcyqvbizcyfmctpjukpumjpgzaqtosxpbtajbhivtepiregkdewhtgwbqnumobbcrduavxzykojliqqzszzbkeyqipgoyjkqdxiktchlpelaebnzetbdjbokzvdfvgaihytmpfwmzmfkbpisbyobbzjwdtjpiuividuohfslribqplrmmmhpjwqayzuegzawltqwerrfdhdgqoefaqbcyfrknddpxzltaqhzxmlyxhqqlzrtrzkwkmwfwugnsdxprgsilkynqrpifpampwnmrmnmtrmlecaboyqxnizxwoqwdnraltrqpccvzdisobrlpcdxvyfjlzvksgrqdfaltffewvlqkjbuayrpvlfhknwkryjhxgehjssdwvxoztnnnsnzzakdpcvfzocdfhbxeofsdpiwmykurebnmmuexasxyoijihfufqjknzpaiujvuiytrcaoqskaintiufxadmpxwtbpysswrndylyavtatctpmjtwvnxqjvbdqgnfuldovjgnlmlqdxucbbtlsxvmwxfsisaaznauurwcyhcdolxcgskrwdruwrfbccjxfdcpfxcyslmjxnfntkidgiuceurbjlzdfzqfombieusizytagikbkuxomfzywbqvdvwrgfsvunyendsnfzymsxdeabfuqgeaaudtbcsvylphwvmsyb,1
goated game,1
gegage,1
my friend i play with said that if i post a review about the game and it gets likes and rewards hell buy me a bag of chips and a rtx so ill leave this here to you guys,1
oh the memories sweet memories,1
cant quickscope fkin shit,0
i love this game,1
nice game,1
my first online game,1
good,1
nike as jordan,1
classic,1
the phantom exterior like fish eggs interior like suicide wristredrags i could exercise you this could be your physed cheat on your man homie aghhh i tried to sneak through the door man cant make it cant make it the shits stuck outta my way son door stuck door stuck please i beg you were dead youre a gggenuine dick sucker,1
the best,1
gg,1
recommend to average csgo likers,1
very cool game since when i was little playing counter strike before until now the online version makes my heart very happy,1
nice,1
oldschool classic that is still as good as it was years ago,1
very nostalgic,1
waste of time,0
better than cs,1
ogg,1
good game id sell my kidney for this game to stay alive for years and more wish their recent title cs was atleast nearly good but its bad i mean real bad,1
i will play everyday this game,1
d,1
i love this game,1
years and its still great,1
one of the best games from valve and the only one that gave me a bright path in the gaming community,1
best game ever,1
cel mai joc smecher recomand,1
a le menthe,1
the,1
i am not satisfied,0
lushe em cs,1
the best game of all times,1
very good game was dope asf,1
i dont know for this game because not playing with bot plisss repair for this game,0
najjaca igrica ikada,1
good game,1
fun sheet,1
brings me back to the old days when i couldnt wait to get to my cousins house to play i love this game,1
httpssteamcommunitycomidfallencsinventory,1
the best game,1
retrto best,1
rekt lol,1
king game,1
old but gold,0
cs top games ever,1
server counterstrike steamthumbsup gsglobalarenaro steamthis steamsalty vip free steammockingclassic revive mode,1
stariy dobriy,1
cs forever,1
it s still a good game,1
still nice game,1
hbgive me thumbs up and you will grow cm reward this and you will grow cmbh,1
super cool game,1
goated game,1
nice,1
why would you play cs go when this game still exists and has active servers,1
best bhop,1
a,1
good game,1
okei,1
old but not obsoletenot yet,1
legend,1
do you really need a review just buy it already,1
best game ever,1
i have so much fun playing this even tho ive already playing this game a lot since i was yrs old maybe i forgot lol xd but yeah im playing in the cracked version in that time but now i can buy it but i cant feel the same way like i used to if u guys wan na know if the game is dead or not i would say its not dead yet even tho if you check on the server internet list it have so many empty server in there but if you found a server that fits you i promise you will have so much fun in it d no rank system just pure fun ten out of ten,1
its an nice game,1
dobra brlja stara,1
n,1
come to play on server darkzone gaming skinsxplevelsvip,1
recommending to play with friends,1
countestrikeflavourmp,1
es,1
good,1
best game ever made in every aspect,1
just buy it now,1
clasic,1
has way more soul and is more fun than csgo and cs a focus on fun not competitiveness hundreds of fun community servers and gamemodes also the movement is just way better than cs definitely so much fun to be had,1
it all began here,1
dobra gra,0
top game of all time,1
best old school game ever made,1
legendary,1
i fucking love counterstrike i am going to marry it once i find someone to wed us together,1
classic game wished we could turn back time and enjoy this game as a video game to vent,1
where it all started,1
yes,1
jklb,1
love it much better than cs,1
thought this was a fighting game because of the name what the heck duude,1
so classic not the most amount of people online but still pretty fun if you take it for what it is,1
funner than csgo because the skill progression is playable and the average player isnt toxic,1
best game ever made,1
i never played this but dang the good ol days amiright,1
best counter strike,1
good game,1
gigamegachad,1
good shit,1
cs at his finest,1
you cant aim with the iron sights sprint nor use perks,0
goat,1
one of the best game ever in counter strike history it has so much memory since childhood cant stop it,1
good game old one,1
gg,1
bullets go pow pow,0
great game fr,1
kevin,1
awp ruins game,1
axyena,1
melhor cs de todos os tempos,1
cover me,1
wery good my friends,1
good game,1
bun joc,1
never liked old games and i was right,0
only for people born between and no exceptions,1
perfect this is the only game that will be played for centuries other games will die probably in years,1
better than cs,1
best game to have fun with friends plus you dont have to spend money to make your ingame skins look cool,1
nice game,1
the phantom exterior like fish eggs interior like suicide wristrags i could exercise you this could be your physed cheat on your man homie aghhh i tried to sneak through the door man cant make it cant make it the shits stuck outta my way son door stuck door stuck please i beg you,1
i love this game is nostalgic and still playable,1
horrible servers with terrible quake sounds,0
nice game,1
god,1
casad,1
never gets old,1
real cs exp,1
very fun and good game i got it with a old hald life generation cd with it,1
god,1
cool ash game,1
a gem,1
good,1
my favorite game from till now and forver,1
yes it is where it all began but in aka years later you have csgo therefore dont bother playing this ugly crap and no this is not the case where the sequel is better than the original like diablo is better than,0
gg ez,1
best childhood game hands down,1
you will never understand what they took from you,1
its counter strike that is all,1
good,0
hghghghg,1
this game destroyd my life i fucking hate it,0
gun,1
peak gaming,1
every school that i have attended had this installed on every computer,1
hey look a game about terrorism bold move nowadays,1
good times,1
my childhood,1
very good game,1
gg,1
hard,1
better than cs,1
i dont really like this because it can give you the wumbaaa virus it is a bit of a classic though,0
cool,1
old but gold,1
my friend who i played counterstrike with said if i post a review on this game and it gets likes and awards that he will buy me a rtx ti and kilos of canned ham so im just gon na leave this here plz help a brotha out,1
old but gold,1
got a cat here friends passing by can touch her and click like to pet her once award for good luck take my points for infinite pets l x,1
fun but when you get flashed you can literally stand up prep some cup noodles boil water pour the water in wait minutes comeback to your chair and your screen would still be white when you sit down,1
classic game,1
good,1
this is the og fps game those huge tournoments and all the big money knives and stickers wouldnt exist without in i bought a radeon agp graphics card and it came with the free version of hl and its mods for free by far the best purchase game related ive ever made years later im still playing on this same steam account and still getting frags buy the game learn the game then maybe evolve into source and cs,1
very good game it is my childhood i used to play with my friends from the street in the club with computers or in the school really great times and i will never forget that i played deleted scenes and condition zero too awesome memories,1
this was fun when i played it on the origional xbox but it doesnt hold up to the nostalgia when playing on the xbox i loved the econemy but now it feels redundant the community is terrible bots people anyday,0
ich werde vielleicht alt aber dieses spiel wird nie alt,1
neis,1
door stuck door stuck,1
old but gold,1
very good game i recommend to visit jailaslt servers,1
thanks for the memories,1
this game is from my child years i love it yay,1
if you know you know,1
best game ever made period,1
terrible game,0
this game is years older than me,1
good game,1
ok,1
banned in minus,1
the game that started my steam library a true classic amazing to see its still playable,1
best game ever,1
idk,1
old but gold,1
very good game to play at graphics are next gen,1
been playing this game for years and its still awesome,1
legend,1
nice game love it pog,1
h,1
no bots to practice with,0
da dadada ad a,1
hell of a game impact for life,1
this game is very old and not against cheating if you buy it you will find server full of non steam players unfortunately cheating everywhere the only way to play is only with friends,0
rip,0
still good,1
de dust,1
gg,1
jel ovo pitanje,1
terrorists and special forces shooting at each other for points and defusing plastic explosives,1
nobody will read my review so ill just say im gay,1
i cant think of a single reason why someone would install this today used to be famous but is now archaic and empty those servers that do exist are full of nonenglish speaking hackers,0
part of my childhood plaki plaki,1
httpssteamcommunitycomiddrunkenflinventory,1
counterstrike is a timeless classic that revolutionized the world of firstperson shooters its balanced gameplay combined with simple yet effective graphics creates an experience that is as engaging today as it was when first released the strategic depth requiring players to master teamwork communication and tactics makes every match thrilling and rewarding the community support and the endless stream of usergenerated content keep the game fresh and exciting whether youre a veteran or a newcomer counterstrike offers a pure and exhilarating competitive experience that stands the test of time,1
good game might get big some day,1
really good game dd,1
been playing this game for years my reliable go to game enjoy the v maps,1
this game is bad like really bad the game is dead with maybe like players in total and chances are youll join a russian server just to get banned for speaking english or having an english name if you do manage to find a game where you wont be banned or kicked you wont have much fun since the game is so buggy that everyone that dies looks like their standing up and gets you killed because you shot them instead of the one alive guy i legit loaded into a game where everyone was tposing while im sure counter strike has given people some fond memories this game has headed to the game graveyard for sure and should probably be made free because anyone who wastes on this game might likely regret it,0
its ok i guess,0
best game ever omg,1
no,1
why are all the servers russian,0
awesome in modern times,1
first love will always have a special place in my heart,1
fucking cod rip off,0
nice game,1
love this game o,1
nikad se zaboraviti nee,1
nice zaidimas,1
nice,1
this game is pure nostalgia and still such a blast to play even today it holds up surprisingly wellproof that great gameplay beats fancy graphics any day so many fps games owe their success to the groundwork this classic laid its an absolute masterpiece that set the bar for everything that came after,1
the classic,1
adasdsad,0
remember playing this on school pcs kept getting brutality slaughtered by some dude playing russian dubstep on his mic,1
it is good,1
do not buy in the current year ive only played for about minutes and ive been kicked times at least before i even spawn this community does not welcome new players and does not want you can not reccomend at all,0
my childhood game if i had an option to give a rate of of this game i would give it,1
good game but fix crash problem,1
oldie but goldie,1
best game of all time where it all started,1
httpswwwyoutubecomwatchvxditmgi,1
httpssteamcommunitycomprofilesinventory,1
classic,1
oct,1
this shit will make you wish it was again,0
never get old,1
this game is amazing to bad that not a ot of people play it anymore i play this game a lot with my dad because this was his childhood and it is really fun i had found out my skills from this game with a sniper this game is what made cs so before playing cs and you have dollars plus tax in some states you should totally get this game,1
ok gzel,1
no cap this is one of the best cs game possibly made just wished thay had better stuff like skins,1
this game is the best game cuz from the first day she made it to today its nothing changed and that a big big plus not like csgo and other games every month new update new shit that why you lost players on every new game mornooons asholeesss when you make some game and its ok dont change it like csgo example and dota this will live forever and stay best game for us faking valve developersdont touch cuz you destroyed every game who touch it,0
nije ni za kurac,1
i suggest counterstrike source instead of that garbage,0
fuku,1
this is my life,1
countering strikes are fun,1
the zombie plague mod made me shit my pants when i was recommend,1
nice game,1
aaa,1
this game its crazy,1
asdasdzxc,1
better than source comp wise but significantly worse than csgocs,1
if u have mental problem play the game every day,0
great game still holds up to this day,1
nostalgia,1
times better than cs,1
og ve valve orospusu geri dnmedi bu master piece e,1
great classic,1
dead,0
cel mai jmecher joc smrfam,1
ahhhh i remember playing this on a disc for the first time couldnt get enough of it now i can relive the experiences,1
good,1
trash,1
skibidi toilet,1
just ban russians gabe,0
classic it never gets old,1
need stress relief then look no further,1
the game is nostalgic i played all the modes and very nostalgic i played this game since i was years old this game deserves a from me i recommend everyone to try it,1
love it,1
no need to say anth,1
classic that will never get old gang,1
bought it after years of playing was surprised the steam version doesnt have cant be touched song on startup,1
where are the cases wheres the gambling gabe,0
quin no lo ha jugado revivo grandes recuerdos de antao cada vez que me hecho una partida,1
the zombies are coming,1
good game,1
legendary,1
kir,1
classic game where it all started,1
nostalgia shooter,1
one of the popular fps game even being older version works with low configuration,1
the most beautyful game in the world,1
oyo,1
i like big booty men big round oily butt lovin men,1
best game ever,1
buy it no cheaters at all,1
its a classic,1
better than cs,1
countered the amount of strikes to me dying on the ground because im trash at countering and striking,1
classic,1
better than cs best fps game ever made,1
better then cs,1
on august pm will the isis leader fall down the stairs,1
retarded game,0
no,1
the og cs is a must have,1
i really like this game,1
jucati bine csz,1
god a vac from it so id say recommended,0
good game,1
cs but money,1
wish we could turn back time to the good old days,1
unplayable because of huge stutters and visual bugs,0
l x,1
nostalgic,1
demasiado bueno para estar en consolas,1
iuguiog,1
i used to play this game with fella named osama bin laden he was very good at this game and we had long talks about western education and its problems i wonder what happened to him,1
old game but gold brings back memories,1
shit,1
god,1
a legend that will never get old,1
i recently had the opportunity to dive into the gaming history by playing counterstrike and let me tell you its an absolute classic that still holds up incredibly well today gameplay counterstrike is renowned for its addictive gameplay and its easy to see why the blend of teamwork strategy and skill required to succeed is truly unparalleled the moment you join a match the adrenaline starts pumping and every round feels like a new challenge the simple yet effective mechanics make it accessible for both new players and veterans the thrill of defusing a bomb or clutching a round is unlike anything else in the gaming world graphics and sound given that this game was released in its no surprise that the graphics are a bit dated however theres a certain charm to the pixelated character models and lowres textures its like stepping into a time machine and experiencing the roots of modern fps gaming the sound design on the other hand is timeless the gun sounds and footsteps are still some of the most iconic in gaming history adding to the overall immersion community the counterstrike community is something truly special despite its age there are still dedicated servers and players worldwide i was pleasantly surprised to find a welcoming and helpful community of gamers willing to teach newcomers the ropes its a testament to the enduring appeal of this game that people are still so passionate about it nostalgia factor for someone like me who didnt grow up playing counterstrike theres a certain nostalgia factor thats hard to ignore its a trip back in time to the golden era of pc gaming even though i didnt experience it when it first released i can appreciate its historical significance and how it laid the groundwork for the modern esports scene conclusion counterstrike might not have the flashy graphics or features of todays shooters but it doesnt need them its gameplay and sense of camaraderie within the community are timeless its a reminder of what made competitive gaming so compelling in the first place if you havent played it yet i highly recommend giving counterstrike a shot its a classic gem that has rightfully earned its place in the gaming hall of fame,1
counterstrike global offensive is the current iteration of valves topinclass competitive shooter and the first to be maintained in the very modern way it has been learning from its experience with team fortress valve has a miniature economy in cs go that revolves entirely around gun decals players get a few drops a week after matches which can be a gun decal or a weapon crate the latter of which cost to unlock with a oneuse key from the store obviously this economy is tailormade and so there are extraordinarily rare and mysteriously fantasticlooking gun and knife skins with prices in the hundreds of pounds then a large range of other skins tapering down to the commonasmuck variety that trades for pennies i dont pay much attention to the cs go economy as a whole though its interesting enough but its important for a nonplayer to understand that a big chunk of the games audience takes it very seriously indeed in the days after a new operation launches countless forum threads are launched about the value of the new goods whether someone should sell this new rare drop they got or hold it for a while twitch streams with giveaways and crates being unlocked and so on you get the picture i give such context on cs gos economy because even though it is a subsidiary part of the game to many including myself it is the molten core of operation vanguard cs go is a regularlypatched game but the major updates come in the form of operations that introduce new maps and new skins at the price of around for an access pass with the nice touch that maps are available to all players regardless or made so shortly afterwards to give an exhaustive history of operations would be no more useful than a general overview if you play counterstrike then the chances are you play a lot of counterstrike what the operations do is freshen things up a bit naturally they dont disrupt the regular dustmirageinferno cycle of competitive play but you get some unfamiliar environments to tool about in the chance to score some fancy new weapons and in the context of a game you play almost daily a few times a year is chicken feed operation vanguard is different and the changes are not for the better the first problem i have with it is major the way its sold seems to skirt the borderline of deception to participate in operation breakout you bought an allaccess pass for to participate in operation vanguard i bought an access pass for the difference is obvious sidebyside but of course when ov popped up in counterstrikes home menu i bought it more or less instantly thinking this was the same thing ovs selling point is two campaigns a series of missions with three branching paths the missions are things like win rounds on map x and kill chickens in deathmatch mode and completing one bags a predetermined award either a weapon crate or a random weapon from a specified collection so far so ok but in fact ov has two more campaigns both of which cost to access which follow more or less the same pattern to be crystalclear about this the money is not the problem im happy to pay for operations and ovs combined total of around in the context of the time i put into counterstrike is really not an issue but that switch from allaccess pass to access pass with the right to buy more access just pissed me right off first of all i felt conned i bought the ov pass in the same way id bought all the previous operation passes expected it to be the same deal and realised id been fooled by the removal of all secondly what the two extra purchases offer is basically a reskinned version of ovs mission book but thirdly and this is the real killer youre encouraged to buy them to selfmedicate the most egregious enormous climactically wrong and frankly offensive design decision in vanguard there are multiday cooldowns on missions thats right rambo you may have thought you were buying another set of missions and drops to liven up daytoday business in cs go but in fact vanguard is a campaign designed to play out over a set period of time with the only limiting factor a bald external one cooldown timers let me set the scene for you i love counterstrike i saw vanguard was out on a thursday and cleared friday night got in a few beers booted it up and bought the pass i played the first mission cleared it in about minutes chose a second the killing chickens one and that was another mins so around half an hour into my evening of joy i was given a fourday cooldown for the next mission you can slice this any way you want but its bullshit the sad thing is i get the thought process behind it consider youre valve in charge of a game where players a want new content but b put in so many hours that theyll rush through anything almost instantly for example mission chains operation breakout introduced missions in the form of random drops which parcelled them out over time but had no larger arc it was fine but the missions never felt important so operation vanguards missions are in structured patterns with defined rewards and are given the desired longevity through simple brute force of timing you will not complete this content before we say so because you cant oh except that if you buy the extra mission packs your cooldowns decrease across the board because now youre allowed to do more missions in a set period thats right youre basically paying to reduce cooldowns in a valve game the thing is that operation vanguard is only a campaign in the same way that a pile of biscuits is lunch the missions are basic objectives like win competitive rounds on season or get famas kills in deathmatch mode and what do you get for completing them either a drop from an existing collection of guns with a minor chance of a rare gun or a weapon crate the first is fair enough but the second i mean at this point i already felt pretty rinsed by operation vanguard and now its rewarding me with crates that i need to pay more money to open there is a school of thought that says valve has done this in order that a flood of new crates and mission rewards doesnt flood the ingame economy instead trickling them in over the coming months to that argument the only appropriate response is who cares i play counterstrike go because its a great game i dont play it because of the economy and while i accept the latter is how valve makes money the moment it starts intruding into the game if indeed this explanation holds water then the economy is not acting in the way that it should that is it should be improving the experience rather than throttling it the sad thing is that operation vanguard comes with my favourite selection of community maps yet including two in season and back alley that feel like potential classics yeah theyre all over the place in terms of favouring one side or the other but this is par for the course with cs go and will be tweaked over the coming months every cs go operation freshens the game up with some new environments if nothing else and the point of operation vanguards structure is to elongate this beyond a few days to really showcase these excellent maps by forcing people to play on them semiregularly for missions it at least manages this i want to emphasise that im an enormous fan and c,0
source,1
where halflife gaben,1
my favourite old game,1
childhood game,1
just outdated go for csgo,0
my entire childhood,1
better then cs at least,1
simple straight forward,1
fire,1
so good,1
nice,1
the graphixs in this game ares rly goodthat game change my life the graphixs ares too good for my pc my pc crash every fuckign time but is ok becuz u just need to see the graphixs and u will die becuz is too buteful for u,1
grandpa,1
g,1
the graphics suck,1
its bad because im banned,0
this game sux,0
the phantom exterior like fish eggs interior like suicide wrist rags i could exercise you this could be your physed cheat on yo man homie,1
epic game,1
wggegewgewrdsgewew,0
its wierd playing this game on steam after pirating it for yearsnostalgic holds up well,1
nice,1
best game,1
oldies but goldies,1
ok,1
timeless classic does not disappoint compared to the original mod,1
the game that started it all,1
